Energy(eV) Total_DOS
-44.853033 0.000000
-44.823933 0.000000
-44.794733 0.000000
-44.765533 0.000000
-44.736433 0.000000
-44.707233 0.000000
-44.678133 0.000000
-44.648933 0.000000
-44.619733 0.000000
-44.590633 0.000000
-44.561433 0.000000
-44.532333 0.000000
-44.503133 0.000000
-44.474033 0.000000
-44.444833 0.000000
-44.415633 0.000000
-44.386533 0.000000
-44.357333 0.000000
-44.328233 0.000000
-44.299033 0.000000
-44.269833 0.000000
-44.240733 0.000000
-44.211533 0.000000
-44.182433 0.000000
-44.153233 0.000000
-44.124133 0.000000
-44.094933 0.000000
-44.065733 0.000000
-44.036633 0.000000
-44.007433 0.000000
-43.978333 0.000000
-43.949133 0.000000
-43.920033 0.000000
-43.890833 0.000000
-43.861633 0.000000
-43.832533 0.000000
-43.803333 0.000000
-43.774233 0.000000
-43.745033 0.000000
-43.715833 0.000000
-43.686733 0.000000
-43.657533 0.000000
-43.628433 0.000000
-43.599233 0.000000
-43.570133 0.000000
-43.540933 0.000000
-43.511733 0.000000
-43.482633 0.000000
-43.453433 0.000000
-43.424333 0.000000
-43.395133 0.000000
-43.366033 0.000000
-43.336833 0.000000
-43.307633 0.000000
-43.278533 0.000000
-43.249333 0.000000
-43.220233 0.000000
-43.191033 0.000000
-43.161833 0.000000
-43.132733 0.000000
-43.103533 0.000000
-43.074433 0.000000
-43.045233 0.000000
-43.016133 0.000000
-42.986933 0.000000
-42.957733 0.000000
-42.928633 0.000000
-42.899433 0.000000
-42.870333 0.000000
-42.841133 0.000000
-42.811933 0.000000
-42.782833 0.000000
-42.753633 0.000000
-42.724533 0.000000
-42.695333 0.000000
-42.666233 0.000000
-42.637033 0.000000
-42.607833 0.000000
-42.578733 0.000000
-42.549533 0.000000
-42.520433 0.000000
-42.491233 0.000000
-42.462133 0.000000
-42.432933 0.000000
-42.403733 0.000000
-42.374633 0.000000
-42.345433 0.000000
-42.316333 0.000000
-42.287133 0.000000
-42.257933 0.000000
-42.228833 0.000000
-42.199633 39.613000
-42.170533 66.147000
-42.141333 28.407200
-42.112233 23.337100
-42.083033 28.925000
-42.053833 29.718300
-42.024733 23.155100
-41.995533 27.572900
-41.966433 46.851100
-41.937233 53.579900
-41.908133 80.506600
-41.878933 0.000000
-41.849733 0.000000
-41.820633 0.000000
-41.791433 0.000000
-41.762333 0.000000
-41.733133 0.000000
-41.703933 0.000000
-41.674833 0.000000
-41.645633 0.000000
-41.616533 0.000000
-41.587333 0.000000
-41.558233 0.000000
-41.529033 0.000000
-41.499833 0.000000
-41.470733 0.000000
-41.441533 0.000000
-41.412433 0.000000
-41.383233 0.000000
-41.354033 0.000000
-41.324933 0.000000
-41.295733 0.000000
-41.266633 0.000000
-41.237433 0.000000
-41.208333 0.000000
-41.179133 0.000000
-41.149933 0.000000
-41.120833 0.000000
-41.091633 0.000000
-41.062533 0.000000
-41.033333 0.000000
-41.004233 0.000000
-40.975033 0.000000
-40.945833 0.000000
-40.916733 0.000000
-40.887533 0.000000
-40.858433 0.000000
-40.829233 0.000000
-40.800033 0.000000
-40.770933 0.000000
-40.741733 0.000000
-40.712633 0.000000
-40.683433 0.000000
-40.654333 0.000000
-40.625133 0.000000
-40.595933 0.000000
-40.566833 0.000000
-40.537633 0.000000
-40.508533 0.000000
-40.479333 0.000000
-40.450233 0.000000
-40.421033 0.000000
-40.391833 0.000000
-40.362733 0.000000
-40.333533 0.000000
-40.304433 0.000000
-40.275233 0.000000
-40.246033 0.000000
-40.216933 0.000000
-40.187733 0.000000
-40.158633 0.000000
-40.129433 0.000000
-40.100333 0.000000
-40.071133 0.000000
-40.041933 0.000000
-40.012833 0.000000
-39.983633 0.000000
-39.954533 0.000000
-39.925333 0.000000
-39.896133 0.000000
-39.867033 0.000000
-39.837833 0.000000
-39.808733 0.000000
-39.779533 0.000000
-39.750433 0.000000
-39.721233 0.000000
-39.692033 0.000000
-39.662933 0.000000
-39.633733 0.000000
-39.604633 0.000000
-39.575433 0.000000
-39.546333 0.000000
-39.517133 0.000000
-39.487933 0.000000
-39.458833 0.000000
-39.429633 0.000000
-39.400533 0.000000
-39.371333 0.000000
-39.342133 0.000000
-39.313033 0.000000
-39.283833 0.000000
-39.254733 0.000000
-39.225533 0.000000
-39.196433 0.000000
-39.167233 0.000000
-39.138033 0.000000
-39.108933 0.000000
-39.079733 0.000000
-39.050633 0.000000
-39.021433 0.000000
-38.992333 0.000000
-38.963133 0.000000
-38.933933 0.000000
-38.904833 0.000000
-38.875633 0.000000
-38.846533 0.000000
-38.817333 0.000000
-38.788133 0.000000
-38.759033 0.000000
-38.729833 0.000000
-38.700733 0.000000
-38.671533 0.000000
-38.642433 0.000000
-38.613233 0.000000
-38.584033 0.000000
-38.554933 0.000000
-38.525733 0.000000
-38.496633 0.000000
-38.467433 0.000000
-38.438233 0.000000
-38.409133 0.000000
-38.379933 0.000000
-38.350833 0.000000
-38.321633 0.000000
-38.292533 0.000000
-38.263333 0.000000
-38.234133 0.000000
-38.205033 0.000000
-38.175833 0.000000
-38.146733 0.000000
-38.117533 0.000000
-38.088433 0.000000
-38.059233 0.000000
-38.030033 0.000000
-38.000933 0.000000
-37.971733 0.000000
-37.942633 0.000000
-37.913433 0.000000
-37.884233 0.000000
-37.855133 0.000000
-37.825933 0.000000
-37.796833 0.000000
-37.767633 0.000000
-37.738533 0.000000
-37.709333 0.000000
-37.680133 0.000000
-37.651033 0.000000
-37.621833 0.000000
-37.592733 0.000000
-37.563533 0.000000
-37.534433 0.000000
-37.505233 0.000000
-37.476033 0.000000
-37.446933 0.000000
-37.417733 0.000000
-37.388633 0.000000
-37.359433 0.000000
-37.330233 0.000000
-37.301133 0.000000
-37.271933 0.000000
-37.242833 0.000000
-37.213633 0.000000
-37.184533 0.000000
-37.155333 0.000000
-37.126133 0.000000
-37.097033 0.000000
-37.067833 0.000000
-37.038733 0.000000
-37.009533 0.000000
-36.980333 0.000000
-36.951233 0.000000
-36.922033 0.000000
-36.892933 0.000000
-36.863733 0.000000
-36.834633 0.000000
-36.805433 0.000000
-36.776233 0.000000
-36.747133 0.000000
-36.717933 0.000000
-36.688833 0.000000
-36.659633 0.000000
-36.630533 0.000000
-36.601333 0.000000
-36.572133 0.000000
-36.543033 0.000000
-36.513833 0.000000
-36.484733 0.000000
-36.455533 0.000000
-36.426333 0.000000
-36.397233 0.000000
-36.368033 0.000000
-36.338933 0.000000
-36.309733 0.000000
-36.280633 0.000000
-36.251433 0.000000
-36.222233 0.000000
-36.193133 0.000000
-36.163933 0.000000
-36.134833 0.000000
-36.105633 0.000000
-36.076533 0.000000
-36.047333 0.000000
-36.018133 0.000000
-35.989033 0.000000
-35.959833 0.000000
-35.930733 0.000000
-35.901533 0.000000
-35.872333 0.000000
-35.843233 0.000000
-35.814033 0.000000
-35.784933 0.000000
-35.755733 0.000000
-35.726633 0.000000
-35.697433 0.000000
-35.668233 0.000000
-35.639133 0.000000
-35.609933 0.000000
-35.580833 0.000000
-35.551633 0.000000
-35.522433 0.000000
-35.493333 0.000000
-35.464133 0.000000
-35.435033 0.000000
-35.405833 0.000000
-35.376733 0.000000
-35.347533 0.000000
-35.318333 0.000000
-35.289233 0.000000
-35.260033 0.000000
-35.230933 0.000000
-35.201733 0.000000
-35.172633 0.000000
-35.143433 0.000000
-35.114233 0.000000
-35.085133 0.000000
-35.055933 0.000000
-35.026833 0.000000
-34.997633 0.000000
-34.968433 0.000000
-34.939333 0.000000
-34.910133 0.000000
-34.881033 0.000000
-34.851833 0.000000
-34.822733 0.000000
-34.793533 0.000000
-34.764333 0.000000
-34.735233 0.000000
-34.706033 0.000000
-34.676933 0.000000
-34.647733 0.000000
-34.618633 0.000000
-34.589433 0.000000
-34.560233 0.000000
-34.531133 0.000000
-34.501933 0.000000
-34.472833 0.000000
-34.443633 0.000000
-34.414433 0.000000
-34.385333 0.000000
-34.356133 0.000000
-34.327033 0.000000
-34.297833 0.000000
-34.268733 0.000000
-34.239533 0.000000
-34.210333 0.000000
-34.181233 0.000000
-34.152033 0.000000
